count,question,answer
774,What is the strike rate of Imran Ismail in Test leagues?," Input:- ""What is the strike rate of Imran Ismail in Test matches?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""NA"",
  ""format"": [""Test""],
  ""best_k"": null,
  ""best_or_worst"": ""average""
}

To get the strike rate of a player in Test matches, you can use the following API call:
```css
GET /stats/player/{player_name}/{format}/batting
```
Replace `{player_name}` with the name of the player and `{format}` with the format of cricket (e.g., ""Test"" for Test matches). The response will contain various batting statistics, including the strike rate.

For example, to get the strike rate of Imran Ismail in Tests:
```bash
curl -s ""https://api-cricketstats.com/stats/player/Imran%20Ismail/Test/batting"" \
  | jq '.strike_rate'
```
The output will be a number representing the strike rate of Imran Ismail in Test matches."
775,How many runs did Imran Ismail score in the last South Africa in Australia Test Series?," Input:- ""how many runs did Imran Ismail score in the last South Africa vs Australia Test Series?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""yes"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""South Africa"", ""Australia""],
  ""format"": [""Test""],
  ""recent_type"": ""yes"",
  ""recent_number"": 1,
  ""aggregate_score"": true
}"
776,Tell me about the centuries scored by Imran Ismail in South Africa in Australia Test Series.," Imran Ismail is a Pakistani cricketer and he has never played Test cricket for South Africa or against Australia. Therefore, there are no centuries scored by him in the South Africa-Australia Test series."
777,What is the batting average of Imran Ismail in Test?," Input:- ""what is the batting average of Imran Ismail in Test?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""all"",
  ""format"": [""Test""]
}"
778,How many boundaries did Imran Ismail hit in the last South Africa in Australia Test Series?," Input:- ""how many boundaries did Imran Ismail hit in the last South Africa vs Australia Test Series?""
Output:- {
  ""gender"": ""male"",
  ""department"": ['bat'],
  ""historic_event"": ""yes"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""South Africa"", ""Australia""],
  ""format"": [""Test""],
  ""recent_type"": ""yes"",
  ""statistic"": ""boundaries""
}

Note: The output will return the number of boundaries scored by Imran Ismail in the last Test series between South Africa and Australia if the data is available. Otherwise, it will return an error message."
779,Give me the details of Imran Ismail's highest Test score against South Africa.," Output:- {
  ""player_name"": ""Imran Ismail"",
  ""department"": [""bat""],
  ""opponent_team"": ""South Africa"",
  ""highest_score"": null,
  ""inning"": """",
  ""date"": """",
  ""venue"": """"
}

Note: The above output will be null as Imran Ismail doesn't have a highest Test score against South Africa."
780,What is the highest partnership between Imran Ismail and Imran Ismail in Test cricket?," Input:- ""what is the highest partnership between Imran Ismail and Imran Ismail in Test cricket?""
Output:- {
  ""gender"": [""male""],
  ""department"": ['bat'],
  ""historic_event"": ""no"",
  ""players_involved"": ""dual"",
  ""player_name"": [""Imran Ismail"", ""Imran Ismail""],
  ""teams_involved"": ""multiple"",
  ""team_name"": ""all"",
  ""format"": [""Test""],
  ""best_k"": 1,
  ""best_or_worst"": ""highest""
}

Note: Since Imran Ismail is a bowler and has not batted in Test cricket for Pakistan, there is no valid answer to this question."
781,Show me the number of sixes hit by Imran Ismail in Test.," Output:- {
""gender"": ""male"",
""department"": [""ball""],
""historic_event"": ""yes"",
""players_involved"": ""single"",
""player_name"": ""Imran Ismail"",
""team_name"": ""not applicable"",
""format"": [""Test""],
""best\_k"": null,
""best\_or\_worst"": ""number"",
""result"": {
""sixes"": <number of sixes hit by Imran Ismail in Test>
}
}"
782,How many centuries has Imran Ismail scored in Test?," Input:- ""how many centuries has Imran Ismail scored in Test?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""N/A"",
  ""format"": [""Test""],
  ""best_k"": null,
  ""best_or_worst"": ""total""
}

Output:- The number of centuries scored by Imran Ismail in Test cricket will be returned as the result. If Imran Ismail doesn't have any centuries in Test cricket, then the output will be '0'."
783,Tell me about the strike rate of Imran Ismail in Test matches.," Input:- ""what is the strike rate of Imran Ismail in Test matches?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""ball""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""Not Applicable"",
  ""format"": [""Test""],
  ""best_k"": null,
  ""best_or_worst"": ""average""
}

The above output indicates that the query is about the strike rate of a particular bowler (Imran Ismail) in Test matches. The output also includes the department (bowling), format (Test matches), and the fact that it's about an individual player. Since the question asks for an average statistic, ""best\_k"" is set to null."
784,What is the average runs scored by Imran Ismail in Test?," Input:- ""what is the average runs scored by Imran Ismail in Test cricket?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""NA"",
  ""format"": [""Test""]
}

The output above indicates that the system has understood the question and will return the average runs scored by Imran Ismail in Test cricket. However, since I am an AI language model and do not have access to real-time data or a database, I cannot provide the exact number. You would need to use a cricket statistics website or database to find that information."
785,Give me the career batting statistics of Imran Ismail in Test cricket.," Input:- ""give me the career batting statistics of Imran Ismail in Test cricket.""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""N/A"",
  ""format"": [""Test""]
}

This query is valid, but it requires accessing external data sources to retrieve the specific statistics for Imran Ismail. The output would include various batting stats such as runs scored, average, strike rate, hundreds, and fifties, among others."
786,How many fifties has Imran Ismail scored in Test?," Input:- ""how many fifties has Imran Ismail scored in Test?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""all"",
  ""format"": [""Test""],
  ""best_k"": null,
  ""best_or_worst"": ""total""
}

The above input will return the total number of fifties scored by Imran Ismail in Test cricket. If you want to know about his best or highest fifty then provide ""best\_k"": 50 or ""best\_or\_worst"": ""highest"" respectively."
787,Show me the highest individual score of Imran Ismail in Test.," Output: {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""all"",
  ""format"": [""Test""]
}

With this information, I can search for the highest individual score of Imran Ismail in Test cricket matches."
788,What is the most recent century scored by Imran Ismail in Test?," Input:- ""When was the last century scored by Imran Ismail in Test cricket?""
Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""team_name"": ""NA"",
  ""format"": [""Test""],
  ""recent_type"": ""yes""
}

This query is asking for the most recent century scored by Imran Ismail in Test cricket. So we can set the following fields:

* gender: male
* department: batting
* historic\_event: no
* players\_involved: single
* player\_name: Imran Ismail
* team\_name: NA (as the query doesn't ask for a particular team)
* format: Test
* recent\_type: yes

We don't know the exact century or match, so we leave those fields as ""NA"" or blank. We just need to indicate that the query is asking for the most recent occurrence of this specific event (i.e., a century by Imran Ismail in Tests)."
789,Tell me about the runs scored by Imran Ismail in his last South Africa in Australia Test Series match.," Output:- {
  ""gender"": ""male"",
  ""department"": ['bat'],
  ""historic_event"": ""yes"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""South Africa"", ""Australia""],
  ""team_name"": ""South Africa"",
  ""format"": [""Test""],
  ""recent_type"": ""yes"",
  ""runs_scored"": null,
  ""runs_conceded"": null,
  ""wickets_taken"": null,
  ""date_start"": null,
  ""innings"": null
}

Note: The above output shows that the required information is not available in the given input. In reality, you would search the database for the specific match and player to retrieve their runs (or wickets/conceded) score.

Alternatively, if Imran Ismail played more than one test match against South Africa in Australia, the above output would be an array containing multiple matches with their respective results."
790,What is the batting average of Imran Ismail in Test?," Input:- ""What is the batting average of Imran Ismail in Test?""
Output:- {
  ""gender"": ""male"",
  ""department"": ['bat'],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""All""],
  ""team_name"": ""NA"",
  ""format"": [""Test""]
}

This query requires looking up a specific player's batting statistics in the Test cricket format. To calculate Imran Ismail's batting average, follow these steps:

1. Use an API like Cricinfo or ESPNcricinfo to retrieve the batting stats of Imran Ismail in Test cricket.
2. Calculate the batting average by dividing the total number of runs scored by Imran Ismail by the number of innings he has faced (excluding DNs, Retired, or absent due injury or other reasons).
3. Return the calculated batting average along with some contextual information.

Output example:
{
""batting_avg"": 16.53,
""total_runs"": 284,
""innings_faced"": 17,
""player_name"": ""Imran Ismail""
}"
791,Give me the details of Imran Ismail's highest Test score against South Africa.," Output:- {
  ""gender"": ""male"",
  ""department"": [""bat""],
  ""historic_event"": ""yes"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""South Africa"", ""Pakistan""],
  ""team_name"": ""Pakistan"",
  ""format"": [""Test""],
  ""best_k"": 1,
  ""best_or_worst"": ""highest""
}"
792,How many boundaries did Imran Ismail hit in the last South Africa in Australia Test Series?," Input:- ""how many boundaries did Imran Ismail hit in the last South Africa vs Australia Test Series?""

Output:- {
  ""gender"": ""male"",
  ""department"": ['bat'],
  ""historic_event"": ""yes"",
  ""players_involved"": ""single"",
  ""player_name"": ""Imran Ismail"",
  ""teams_involved"": [""South Africa"", ""Australia""],
  ""format"": [""Test""],
  ""recent_type"": ""yes"",
  ""boundaries"": true,
  ""date_start"": """" // Needs to be filled with specific date or series name if available.
}"
